942,390,373,383,493,243,-17.399999999994726
943,0,2,3,0,1,1.1210476991152518E-13
944,347,487,614,390,150,-49.09999999997689
945,613,898,1115,712,375,-66.19999999996313
947,0,0,1,2,0,0.19999999999998128
948,449,925,827,720,363,-37.69999999996648
949,1136,966,1021,723,413,-168.8999999999633
950,177,12,85,79,116,-5.500000000005706
951,1,2,2,4,1,0.2000000000000187
953,506,355,320,285,187,-70.7999999999899
954,453,410,375,317,164,-67.09999999998507
955,1401,1000,741,834,449,-206.99999999997073
956,720,582,546,547,244,-98.699999999981
957,623,657,624,748,393,-36.8999999999875
958,2164,1891,1456,1883,832,-267.19999999994843
959,1231,911,611,610,286,-219.09999999996484
962,1373,1235,781,874,365,-237.6999999999528
963,1735,1706,1410,1824,816,-171.9999999999577
964,387,344,188,273,126,-59.299999999989346
965,2872,3056,2138,2385,987,-444.0999999998885
966,511,295,252,598,258,-20.30000000000436
969,194,183,147,104,53,-36.099999999991894
970,486,503,738,1077,307,21.60000000000467
971,480,714,410,843,279,-27.29999999998367
973,17,10,18,25,12,0.49999999999975886
976,43,43,14,14,5,-10.499999999997868
977,319,355,228,239,94,-56.59999999998554
978,470,357,399,393,104,-69.59999999998568
979,641,722,749,741,197,-86.89999999997038
980,976,775,638,639,163,-176.1999999999656
981,402,370,381,436,246,-24.599999999994054
983,974,621,486,646,276,-137.09999999998354
984,672,809,631,1023,454,-22.19999999998737
985,60,70,37,67,36,-5.09999999999865
986,514,535,308,560,253,-49.69999999998886
987,948,1159,861,1367,656,-37.59999999998118
988,908,882,697,1145,393,-76.6999999999809
989,985,922,735,793,202,-169.4999999999606
990,580,448,363,355,148,-95.69999999998298
991,407,319,314,544,273,-4.300000000001695
992,507,529,329,680,412,-3.899999999999963
993,516,318,152,327,165,-69.29999999999465
994,288,236,206,376,152,-13.19999999999845
995,147,133,127,221,124,4.199999999998756
997,844,847,662,873,452,-75.79999999998174
998,303,408,188,176,166,-50.59999999998619
999,412,373,292,426,220,-33.099999999993884
1001,915,893,857,1268,618,-21.899999999992176
1002,1554,1363,1409,1765,776,-115.39999999997363
1003,1359,1276,1258,1694,816,-66.79999999998222
1004,1005,890,1057,1344,869,18.199999999995867
1005,789,925,810,911,628,-33.59999999998516
1007,1566,1597,1635,1443,779,-172.79999999995044
1008,2,6,6,19,9,2.6999999999995885
1011,51,36,56,67,60,4.899999999998451
1013,807,788,1255,1513,824,75.89999999999318
1014,850,865,1182,1647,777,63.5999999999963
1015,716,638,1303,1240,528,22.600000000007398
1016,248,403,643,673,324,42.2000000000039
1017,879,767,1556,1421,428,-24.799999999978425
1018,651,655,822,487,283,-90.39999999997283
1019,632,561,786,635,379,-43.19999999998693
1020,1194,1205,1567,1545,564,-91.99999999996358
1021,1827,1083,1216,955,401,-297.9999999999567
1022,1160,1092,1283,1698,711,-29.199999999986318
1023,932,740,907,1133,587,-29.699999999995597
1024,611,441,515,677,379,-22.799999999999514
1025,644,538,770,594,370,-49.199999999987256
1026,353,281,393,451,126,-28.399999999992367
1027,175,124,318,209,115,-3.4999999999974527
1028,550,469,674,687,357,-16.79999999999393
1029,807,771,1212,1137,514,-21.999999999984126
